kod	nazev
6343	Překližky,desky dýhované a podobné vrstvené dřevo
63431	Překližky pouze ze dřeva (ne bambus), tloušťka dýhy <= 6 mm
63432	Překližky,desky dýhované a podobné vrstvené dřevo z bambusu
63433	Ostatní laťovky,vrstvené desky a podlahové laťovky
63439	Překližky s vrstvou z dřeva ostatní
6345	Dřevovláknité desky
63454	Dřevovláknité desky polotvrdé (MDF)
63459	Dřevovláknité desky ze dřeva nebo jiného dřevnatého materiálu, j.n.
6349	Dřevo jednoduše tvarované, j.n.
63491	Prirezy na sudy, tyce, kuly, trisky, late ap. drevene
63493	Drevita vlna, drevita moucka
635	Výrobky ze dřeva jn. (obaly, okna, dveře, nádobí ap.)
6351	Obaly a lanové bubny ze dřeva; skříňové pelety apod.
63511	Lateni, bedny, krabice, bubny ap. obaly ze dreva
63512	Palety, skrinove palety apod. dopravni obaly
6352	Soudky, sudy, kádě, aj. bednářské výrobky ze dřeva
6353	Dřevo stavební tesařské a truhlářské
63531	Okna, francouzska okna, ramy
63532	Dvere, ramy, prahy
63533	Sindele
63534	Podlahové desky sestavené
63539	Ostatni stavebni, tesarske, truhlarske drevo
6354	Výrobky ze dřeva pro bytové, dekorativní učely
63541	Drevene ramy na obrazy, fotografie, zrcadla apod.
63542	Stolni, kuchynske nadobi ze dreva
63549	Intarzovane drevo, kazety, krabice, sosky, ozdoby ap.
6359	Výrobky ze dřeva, j.n.
63591	Drevene naradi, drzaky, nasady, rukojeti, kopyta ap.
63599	Ostatni vyrobky ze dreva
64	Papír, lepenka a výrobky z nich
641	Papír a lepenka
6411	Novinový papír, role, archy
6412	Papír a lepenka, nenatírané, k psaní, tisku apod.
64121	Rucni papir, lepenka
64122	Papír, lepenka jako základ k výrobě papíru a lepenky citlivých na světlo, teplo, elektřinu
64124	Tapetovy papir
64126	Ostatní papír a lepenka, obsah mechan. či chem.-mechan. získaných vláken <= 10 %
64129	Ostatní papír a lepenka, obsah mechan. či chem.-mechan. získaných vláken > 10 %
6413	Papír, lepenka k psaní, tisku ap. napouštěné, barvené
64131	Papir karbonovy, samokopirovaci aj. nad 36 cm
64132	Papír,lepenka užívané k psaní,tisku aj.,obsah mechan.či chem.-mechan.získaných vláken <= 10%
64134	Papír,lepenka užívané k psaní,tisku aj.,obsah mechan.či chem.-mechan.získaných vláken > 10%
6414	Kraftový papír, lepenka, nenatírané, j.n.
64141	Kraftovy papir, nenatirany, v rolich, arsich
64142	Kraftovy papir na pytle, nenatirany, v rolich, arsich
64146	Kraftovy papir, lepenka, nenatirane, pod 150 g/m2
64147	Kraftovy papir, lepenka, nenatirane, 150 az 225 g/m2
64148	Kraftovy papir, lepenka, nenatirane, nad 225 g/m2
6415	Papír, lepenka, nenatírané, v rolích, arších, j.n.
64151	Polochemicky papir na zvlnenou vrstvu lepenky
64152	Grafitovy balici papir, nenatirany
64153	Pergamen, pergamin, papir nepromastitelny, pauzovaci
64154	Vicevrstvy papir, nenatirany
64155	Cigaretovy papir, j.n.
64156	Filtracni papir, hadrovy papir, lepenka, nenatirane
64159	Ostatní papír a lepenka,nenatírané
6416	Papír, lepenka, vlnité, krepované, vrásněné, ražené
64161	Kraftovy papir na pytle, krepovany, vrasneny, razeny
64162	Ostatni kraftovy papir, krepovany, vrasneny, razeny
64163	Papir toaletni, hedvabny, odlicovaci ap. nad 36 cm
64164	Papir, lepenka, vlnite, derovane
64169	Papir, krepovany, vrasneny, razeny, derovany, j.n.
6417	Papír, lepenka, povrch. zbarvené, vzorov., potištěné
64171	Papir, lepenka, natirane ap. belene, nad 150 g/m2
64172	Ostatni papir, lepenka, natirane, napoustene
64173	Papir, lepenka, dehtovane, bituminove, asfaltovane
64174	Kraftovy papir, lepenka, natirane apod., do 150 g/m2
64175	Kraftovy papir, lepenka, natirane apod., nad 150 g/m2
64176	Ostatni kraftovy papir, lepenka, natirane apod.
64177	Ostatni papir, lepenka, natirane apod.
64178	Lepici papir, lepenka
64179	Ostatni papir, lepenka, bunicita vata, natirane apod.
6419	Zušlechtěný papír, lepenka, j.n.
64192	Ostatni vicevrstvy papir, lepenka, nenatirane apod.
64193	Filtracni bloky, desky z papirenske buniciny
64194	Tapety ap. krytiny zdi, papirove okenni transparenty
642	Papír, lepenka řezané na určitý rozměr, tvar, výrobky
6421	Kartony, bedny, krabice aj. z papíru, lepenky apod.
64211	Kartony, bedny, krabice z vlniteho papiru, lepenky
64212	Skladaci kartony, bedny aj. z nevlniteho papiru ap.
64213	Sacky, pytle se zakladnou nad 40 cm
64214	Ostatni sacky, pytle (vc. kornoutu)
64215	Ostatni obaly (vc. obalu na gramofonove desky)
64216	Listkovnice, podnosy na dopisy, ukladaci krabice ap.
6422	Obálky, dopisnice, bedny, vaky, brašny, papirové
64221	Obalky
64222	Dopisnice zalepovaci, listky obycejne, korespondencni
64223	Bedny, vaky, brasny, psaci soupravy z papiru, lepenky
6423	Rejstříky, účetní knihy, bloky, sešity, pijáky, alba
64231	Rejstriky, ucetni knihy, bloky, deniky, podlozky ap.
64232	Skolni sesity
64233	Rychlovazace, desky, obaly na spisy
64234	Ruzne obchodni formulare ap. s karbonovym papirem
64235	Alba na vzorky, sbirky
64239	Obaly na knihy, pijaky, dalsi papirnicke zbozi, j.n.
6424	Papír, lepenky, řezané na určitý rozměr, tvar, j.n.
64241	Cigaretovy papir rezany na urcity rozmer
64242	Papir karbonovy, samokopirovaci aj., ofsetove listy
64243	Toaletni papir, rezany na urcity rozmer, v rolich ap.
64245	Filtrační papír a lepenka,řezané na určitý rozměr
6429	Výrobky z buničiny, papíru, lepenky, buničité vaty
64291	Kostry civek, civky apod. z buniciny, papiru, lepenky
64293	Podnosy, misky, talire, salky apod. z papiru, lepenky
64294	Kapesniky, rucniky, ubrusy, prosteradla ap. z papiru
64295	Zdravotnicke rucniky, tampony aj. z buniciny, papiru
64299	Ostatni vyrobky z buniciny, papiru, bunicite vaty
65	Textilní příze, tkaniny, tržní výrobky z nich, j.n., a příbuzné výrobky
651	Příze textilní
6511	Příze z vlny či zvířecí srsti (bez vlněných česanců)
65112	Prize z mykane vlny, nad 85 % vlny
65113	Prize z cesane vlny, nad 85 % vlny
65114	Prize z jemne zvireci srsti (mykane, cesane)
65115	Prize z hrube zvireci srsti, konskych zini
65116	Prize, nad 85 % vlny, jemne zvireci srsti, pro prodej
65117	Prize z mykane vlny, do 85 % vlny
65118	Prize z cesane vlny, do 85 % vlny
65119	Prize z vlny, jemne zvireci srsti, do 85 %
6512	Bavlněné šicí nitě, případně určené pro maloobchod
65121	Bavlnene sici nite
65122	Bavlnene sici nite, pro prodej
6513	Bavlněná příze, jiná než šicí nitě
65131	Bavlnena prize, pro prodej, nad 85 % bavlny
65132	Ostatni bavlnena prize, pro prodej
65133	Bavlnena prize, nad 85 % bavlny
65134	Bavlnena prize, do 85 % bavlny
6514	Šicí nitě z umělých vláken, určené pro maloobchod
65141	Sici nite, ze syntetickeho nekonecneho vlakna
65142	Sici nite, z umeleho nekonecneho vlakna
65143	Sici nite, ze syntetickych staplovych vlaken
65144	Sici nite, z umelych staplovych vlaken
6515	Příze ze syntetického nekonečného vlákna, do 67 dtex
65151	Prize z nekonecneho vlakna z nylonu aj. polyamidu
65152	Prize z nekonecneho vlakna z polyesteru
65159	Prize z ostatnich syntetickych nekonecnych vlaken
6516	Příze z ost. syntet. nekonečných vláken, do 67 dtex
65162	Prize s vysokou houzevnatosti nylonu, ost. polyamidu
65163	Ostatni prize, neskane, nezakroucene, do 50 zakrutu
65164	Ostatni prize neskane, nad 50 zakrutu
65169	Ostatni prize, sdruzovane, kablovane
6517	Umělá příze z nekonečných vláken, umělý monofil, j.n.
65173	Vysoce houzevnata prize z viskozoveho hedvabi
65174	Ostatni prize, jednoduche, z viskozoveho hedvabi
65175	Ostatni prize, jednoduche
65176	Ostatni umele nekonecne prize
65177	Umele monofily nad 67 decitex, prurez do 1 mm
65178	Příze z hedvábí chemického, k maloobch. prodeji
6518	Příze ze staplových vláken, syntetický monofil, j.n.
65181	Prize nad 85 % synteticka staplova vlakna, pro prodej
65182	Prize, nad 85 % synteticka staplova vlakna
65183	Prize, do 85 % synteticka staplova vlakna, pro prodej
65184	Prize, do 85 % synteticka staplova vlakna
65185	Prize z umelych staplovych vlaken, pro prodej
65186	Prize, nad 85 % umela staplova vlakna
65187	Prize, do 85 % umela staplova vlakna
65188	Synteticky monofil, nad 67 decitex, prurez do 1 mm
6519	Příze z textilních vláken, j.n.
65191	Metalizovana prize
65192	Hedvabna prize (ne z hedvabneho odpadu)
65193	Prize spradena z hedvabneho odpadu
65194	Prize hedvabna a z hedvabneho odpadu, pro prodej
65195	Prameny, prasty, prize apod. ze sklenenych vlaken
65196	Lnena prize
65197	Prize z juty aj. textilnich lykovych vlaken
65199	Prize z jinych rostlinnych textilnich vlaken, papiru
652	Tkaniny bavlněné tkané (ne úzké a speciální)
6521	Bavlněná gáza, tkaniny s vlasem, žinylkové, tkané
65212	Smyckove rucnikove ap. tkane tkaniny z bavlny
65213	Ostatni smyckove rucnikove ap. tkane tkaniny z bavlny
65214	Tkaniny s vlasem, tkane, z bavlny, nestrihane
65215	Jine tkaniny s vlasem, zinylkove, tkane, z bavlny
6522	Bavlněné tkaniny, tkané, nebělené
65221	Tkaniny nad 85 % bavlny, nebelene, do 200 g/m2
65222	Tkaniny nad 85 % bavlny, nebelene, nad 200 g/m2
65223	Tkaniny do 85 % bavlny, s umelymi vlakny, do 200 g/m2
65224	Tkaniny do 85 % bavlny, s umelymi vlakny, nad 200g/m2
65225	Ostatni tkaniny z bavlny, nebelene, do 200 g/m2
65226	Ostatni tkaniny z bavlny, nebelene, nad 200 g/m2
6523	Ostatní tkaniny, nad 85 % bavlny, do 200 g/m2
65231	Ost. tkaniny nad 85 % bavlny, do 200 g/m2, belene
65232	Ost. tkaniny nad 85 % bavlny, do 200 g/m2, barvene
65233	Ost. tk. nad 85 % bavlny do 200 g/m2, z ruznob. prize
65234	Ost. tkaniny nad 85 % bavlny, do 200 g/m2, potistene
6524	Ostatní tkaniny, nad 85 % bavlny, nad 200 g/m2
65241	Ost. tkaniny nad 85 % bavlny, nad 200 g/m2, belene
65242	Ost. tkaniny nad 85 % bavlny, nad 200 g/m2, barvene
65243	Denim, nad 85 % bavlny, nad 200 g/m2
65244	Ost. tk. nad 85 % bavlny nad 200 g/m2 z ruznob. prize
65245	Ost. tkaniny nad 85 % bavlny, nad 200 g/m2, potistene
6525	Ost.tkaniny do 85 % bavlny, s um. vlákny, do 200 g/m2
65251	Tkaniny s um. vlakny a bavlnou, do 200 g/m2, belene
65252	Tkaniny s um. vlakny a bavlnou, do 200 g/m2, barvene
65253	Tkaniny s um. vl. a bavlnou do 200 g/m2 z ruznob. pr.
65254	Tkaniny s um. vlakny a bavlnou do 200 g/m2 potistene
6526	Ost. tkaniny do 85 % bavlny, s um. vlákny,nad 200g/m2
65261	Tkaniny s um. vlakny a bavlnou nad 200 g/m2, belene
65262	Tkaniny s um. vlakny a bavlnou, do 200 g/m2, barvene
65263	Denim, bavlna do 85 %, umela vlakna, nad 200 g/m2
65264	Tkaniny s um. vl. a bavlnou nad 200 g/m2 z ruznob. pr
65265	Tkaniny s um. vl. a bavlnou, nad 200 g/m2, potistene
6529	Ostatní bavlněné tkaniny
65291	Ostatni tkaniny z bavlny, belene, do 200 g/m2
65292	Ostatni tkaniny z bavlny, zbarvene, do 200 g/m2
65293	Ost. tkaniny z bavlny, z ruznobar. prize, do 200 g/m2
65294	Ostatni tkaniny z bavlny, potistene, do 200 g/m2
65295	Ostatni tkaniny z bavlny, belene, nad 200 g/m2
65296	Ostatni tkaniny z bavlny, barvene, nad 200 g/m2
65297	Ostatni tkaniny z bavlny, ruznobarevne, nad 200 g/m2
65298	Ostatni tkaniny z bavlny, potistene, nad 200 g/m2
653	Tkaniny z vláken textil. umělých (ne úzké, speciální)
6531	Tkaniny z nekonečných syntetických vláken
65311	Tkaniny z vysoce houzevnate prize nylonu, polyamidu
65312	Tkaniny z vycesku apod.
65313	Tkaniny z paralelnich vrstev syntetickych vlaken
65314	Ostatni tkaniny, nad 85 % nekonecnych vlaken nylonu
65315	Ostatni tkaniny nad 85 % tvarovanych polyestr. vlaken
65316	Ost. tkaniny nad 85 % netvarovanych polyest. vlaken
65317	Ostatni tkaniny nad 85 % syntetickych vlaken, j.n.
65318	Ost. tkaniny, do 85 % syntetickych vlaken, s bavlnou
65319	Tkaniny ze syntetickych nekonecnych vlaken, j.n.
6532	Tkaniny ze syntetických vláken, > 85% syntet.vláken
65321	Tkaniny, nad 85 %  polysterova staplova vlakna
65325	Tkaniny, nad 85 % akrylova, modakryl. staplova vlakna
65329	Tkaniny, nad 85 % jina synteticka staplova vlakna
6533	Tkaniny, do 85 % syntet. staplová vlákna, s bavlnou
65331	Tkaniny,do 85% syntet.staplová vlákna,s bavlnou,polyest.vl.,do 170g/m2
65332	Tkaniny,do 85% syntet.stapl. vlákna,s bavlnou,ost.synt.vl.,do 170g/m2
65333	Tkaniny,do 85% syntet.stapl.vlákna,s bavlnou,polyes.vl. nad 170g/m2
65334	Tkaniny,do 85% syntet.stapl.vlákna,s bavlnou,ost.synt.vl.,nad 170g/m2
65335	Tkaniny,do 85% syntet.stapl.vlákna,s bavlnou,různobarev.vl.,nad 170g/m2
6534	Tkaniny, do 85 % syntet. staplová vlákna, s vlákny
65341	Tkaniny,do 85%syntet.stapl.vlákna,míchaných s vlnou,jemnou žvíř.srstí
65342	Tkaniny,do 85%syntet.stapl.vlákna,míchaných s umělými nekonečnými vl.
65343	Tkaniny,do 85%syntet.stapl.vlákna,míchaných ne s bavlnou,vlnou,srstí
6535	Tkaniny z umělé nekonečné příze
65351	Tkaniny z vysoce houzevnate prize z viskoz. hedvabi
65352	Ostatni tkaniny, nad 85 % umelych nekonecnych vlaken
65359	Tkaniny z umele nekonecne prize, j.n.
6536	Tkaniny, nad 85 % umělých staplových vláken
6538	Tkaniny, do 85 % umělých staplových vláken
65381	Tkaniny z umělých stapl.vláken,do 85%,míchaných s bavlnou
65382	Tkaniny z umělých stapl.vláken,do 85%,míchaných s vlnou,zvířecí srstí
65383	Tkaniny z umělých stapl.vláken,do 85%,míchaných s uměl.nekon.vlákny
65389	Tkaniny z umělých stapl.vláklen,do 85%,míchaných ne bavlna,vlny,srst
6539	Vlasové, žinylkové tkaniny z um. nekonečných vláken
65391	Vlasove tkaniny, nestrihane
65393	Ostatni vlasove, zinylkove tkaniny
654	Tkaniny textilní jiné (ne bavlněné, z vláken umělých)
6541	Hedvabné tkaniny
65411	Tkaniny z hedvabnych vycesku
65413	Ostatni hedvabne tkaniny, nad 85 % hedvabi, odpadu
65419	Ostatni hedvabne tkaniny
6542	Tkaniny, nad 85 % vlny, jemné zvířecí srsti
65421	Tkaniny, nad 85 % mykane vlny, jemne zvireci srsti
65422	Tkaniny, nad 85 % cesane vlny, jemne zvireci srsti
6543	Tkaniny z vlny, jemné zvířecí srsti, j.n.
65431	Tkaniny s umelymi vlakny, do 85 % mykana vlna, srst
65432	Tkaniny s umelymi vlakny, do 85 % cesana vlna, srst
65433	Tkaniny s jinymi vlakny, do 85 % mykana vlna, srst
65434	Tkaniny s jinymi vlakny, do 85 % cesana vlna, srst
65435	Vlasove, zinylkove tkaniny z vlny, jemne zvir. srsti
6544	Lněné tkaniny
65441	Lnene tkaniny, nad 85 % lnu
65442	Lnene tkaniny, do 85 % lnu
6545	Tkaniny z juty nebo jiných lýkových vláken
6546	Tkaniny ze skleněného vlákna
6549	Tkaniny, j.n.
65491	Tkaniny z kovovych niti, metalizovane prize, j.n.
65492	Tkaniny z hrube zvireci srsti, konskych zini
65493	Tkaniny z rostlinnych textilnich vlaken, papir. prize
65494	Gaza (ne uzka) z textilnich materialu (ne bavlna)
65495	Vlasove, zinylkove tkaniny, j.n., z textil. materialu
65496	Smyckova tkanina na rucniky ap. tkaniny z text. mat.
65497	Tkaniny se vsitym vlasem
655	Látky pletené a háčkované jn.
6551	Vlasové látky, pletené, híčkované, př. napouštěné ap.
65511	Latky s dlouhym vlasem
65512	Retizkove latky
65519	Ostatni vlasove latky, pletene, hackovane
6552	Ost. pletené a háčkované látky, ne napouštěné
65521	Ostatni pletene, hackovane latky, sirka do 30 cm
65522	Ost. pletene latky, sirka do 30 cm, nad 5 % elast.vl.
65523	Ostatni latky, osnovne pletene
65529	Pletene, hackovane latky, j.n.
656	Tyl, krajky, výšivky, stužky, lemovky ap. zboží
6561	Úzké tkaniny
65611	Vlasove tkaniny, zinylkove latky
65612	Ost. tkaniny nad 5 % elastickeho, pogumovaneho vlakna
65613	Ostatni uzke tkaniny
65614	Tkaniny tvorene osnovou bez utku, vazanou pojivem
6562	Nálepky, odznaky ap. výrobky z textilního materiálu
65621	Nalepky, odznaky ap. vyrobky, tkane
65629	Nalepky, odznaky ap. vyrobky, ostatni
6563	Česaná příze, pásky, příze žinylková ap. střapce aj.
65631	Cesana prize, pasky z monofilu, prize zinylkova aj.
65632	Prymky, ozdobne lemovky, bez vysivek, trapce apod.
6564	Tyl, ostatní síťové látky, krajka
65641	Tyl, ostatni sitove latky
65642	Krajka vyrobena strojove
65643	Krajka vyrobena rucne
6565	Výšivky v kuse, pruzích, motivech
65651	Vysivky bez viditelneho podkladu
65659	Ostatni vysivky
657	Příze speciální, textilní materiály speciální ap. výr.
6571	Plsť, přip. napouštěná, natíraná, potažená
65711	Prosivana plst, prosivane textilie
65712	Ostatni plst, ne napoustena, natirana, potazena ap.
65719	Plst napoustena, natirana, potazena, laminovana, j.n.
6572	Netkaný textil, př. napouštěný, natíraný, potažený
6573	Textilie natírané nebo napouštěné a výrobky z nich
65731	Textilie s naterem klovatiny ap. na desky knih aj.
65732	Textilie napoustene, natirane, potazene, laminovane
65733	Pogumovane textilie, ne 657.93
65734	Textilie jinak napoustene, natirane, potazene apod.
65735	Textilni stenove krytiny
6574	Prošívané textilní výrobky
6575	Motouzy, provazce, šňůry a lana a výrobky z nich
65751	Motouzy, provazce, snury, lana, pr. opletene ap.
65752	Site, sitoviny z motouzu, provazu aj., site rybarske
65759	Vyrobky z prize, pasku, motouzu, snur, lan aj., j.n.
6576	Polotovary klobouků, sisaky, kapeliny
65761	Polotovary klobouku, sisaky ap. z plsti, nezpracovane
65762	Kloboukove formy, pletene, spletane, nezpracovane
6577	Vatelín, knoty, textil. materiál pro stroje, zařízení
65771	Vatelin z textil. materialu, textil. vlakna do 5 mm
65772	Knoty z textil. materialu, puncosky do plyn. lamp ap.
65773	Textilni vyrobky, zbozi pro technicke ucely
6578	Pogumované nitě, textilní příze, pásky napouštěné ap.
65781	Pogumovane nite, kord potazeny textilem
65789	Ostatni pogumovane nite, textilni prize, pasky
6579	Speciální výrobky z textilního materiálu
65791	Textilni hadice ap., pr. s vlozkou, vyztuzi
65792	Pasy k prenosu krouticiho momentu, dopravni pasy
65793	Kordy pro pneumatiky z prize s vysokou houzevnatosti
658	Výrobky hotové z materiálů textilních jn.
6581	Sáčky a pytle z textilního materiálu
65811	Sacky, pytle z juty aj. textilnich lykovych vlaken
65812	Sacky, pytle z bavlny
65813	Sacky, pytle z umelych textilnich materialu
65819	Sacky, pytle z jinych textilnich materialu
6582	Nepromokavá plachtovina, stínidla vykladních skříní
65821	Nepromokava plachtovina, stinidla vykladnich skrini
65822	Stany
65823	Plachty
65824	Nafukovaci matrace
65829	Oplachtena prkna, pozemni vozidla, kempinkove potreby
6583	Pokrývky, cestovní přikrývky (ne elektrické)
65831	Pokryvky, cest. prikryvky z vlny, jemne zvireci srsti
65832	Pokryvky, cestovni prikryvky z bavlny
65833	Pokryvky, cestovni prikryvky ze syntetickych vlaken
65839	Pokryvky, cest. prikryvky z ost. textilnich materialu
6584	Prádlo ložní, stolní, kuchyňské a do sociálních zař.
